publish_date,headline_text
2007-01-27,McDowell considering detention for asylum seekers
2007-01-27,Sinn Féin prepares for crucial ardfheis
2007-01-27,Two dead in Mayo road crash
2007-01-27,Five arrested after Down assault
2007-01-27,Two held after Belfast alert
2007-01-27,Death of former GAA president
2007-01-27,Ex-prisoners 'may run' in North elections
2007-01-27,Search resumes for trawler men
2007-01-27,Aer Lingus ballot for industrial action
2007-01-28,Sinn Féin in historic vote to support PSNI
2007-01-28,Paisley says SF 'must deliver'
2007-01-28,Iraq clashes see '250 militants killed'
2007-01-28,Mayo crash victims named
2007-01-28,Sinn Féin vote broadly welcomed
2007-01-28,Orde welcomes SF policing move
2007-01-28,McDowell in warning to consultants
2007-01-28,Poll shows jump in support for FF
2007-01-28,Man (30) killed in Co Clare assault
2007-01-28,Sinn Féin policing motion
2007-01-29,350 Cork jobs at risk as Motorola may close unit
2007-01-29,House prices rose 11.8% last year - survey
2007-01-29,Seven rescued after trawler sinks off Mizen Head
2007-01-29,Parties must live up to commitments - Hain
2007-01-29,Exhumation of Stardust victims to start
2007-01-29,Strike at Dublin Port to start tomorrow
2007-01-29,Lawlor widow takes action against tribunal
2007-01-29,Ex-hunger striker complains over M15
2007-01-29,1907 Belfast strike to be remembered
2007-01-29,UCD staff protest at minister's office
2007-01-30,Central Bank expects economy to grow 5.5%
2007-01-30,Series of bomb attacks in Iraq leave 40 dead
2007-01-30,Northern Assembly elections confirmed for March 7th
2007-01-30,IRA has abandoned terrorism; says IMC report
2007-01-30,Boy (15) killed by car in Co Wicklow
2007-01-30,Call for SF to assist in McCartney case
2007-01-30,€2.9m damages award for brain injury
2007-01-30,Mother; child die at Cliffs of Moher
2007-01-30,FG/Labour unveil health service plan
2007-01-30,Corrib protester arrested at embassy
2007-01-31,Quinn Group agrees deal to acquire Bupa Ireland
2007-01-31,Ninth arrest over UK as alleged plot foiled
2007-01-31,200 jobs under threat at Limerick software firm
2007-01-31,HSE 'seeking answers' from St James's Hospital
2007-01-31,Crumlin to discuss new children's hospital
2007-01-31,Chief Constable in appointment row
2007-01-31,Irish school joins Microsoft programme
2007-01-31,SDLP launches all-island economy plan
2007-01-31,HIA to decide on risk payments - Harney
2007-01-31,Dublin film festival line-up announced
2007-02-01,Man and woman arrested after failed 'tiger-kidnap'
2007-02-01,Poll shows fall in Government support
2007-02-01,VHI concern at Quinn takeover of Bupa
2007-02-01,Mortgage relief for marital break-ups extended
2007-02-01,Snow Patrol win four Meteor awards
2007-02-01,HSE to resume talks with consultants
2007-02-01,Durkan refuses to apologise to McQuillan
2007-02-01,Tax scheme to support Shannon tourism
2007-02-01,DUP vows to boycott Dail committee
2007-02-01,UDA challenges IMC's findings
2007-02-02,Nurses vote to strike over pay and hours
2007-02-02,Global warming 'very likely' human-made; says UN
2007-02-02,Seven questioned after Co Dublin 'tiger raid'
2007-02-02,Death toll from Florida tornadoes rises to 19
2007-02-02,Little support for FF/Lab coalition - poll
2007-02-02,Ex-IRA 'supergrass' wants to return
2007-02-02,Greens call for postcard protest
2007-02-02,Armed gang uses jeep in Dublin raid
2007-02-02,McGuinness calls on DUP to commit
2007-02-02,Lifetime achievement award for Wogan
2007-02-03,Deadly strain of bird flu found on English farm
2007-02-03,Baghdad truck bombing kills at least 102
2007-02-03,Gardai name man (28) shot dead in Dublin
2007-02-03,Italy cancels soccer as policeman killed in riot
2007-02-03,Kenny calls for school drug tests
2007-02-03,Coughlan calls meeting over bird flu
2007-02-03,SF to hold collusion conference
2007-02-03,Ireland supports death penalty ban - Kitt
2007-02-03,Businessman tied up in Down raid
2007-02-03,Call for cafés to cut youth drug use
2007-02-04,Weekend road death toll reaches five
2007-02-04,Car used in 'tiger raid' found in Co Meath
2007-02-04,Slaughter of turkeys under way on Suffolk farm
2007-02-04,Gaza fighting continues despite ceasfire deal
2007-02-04,Coursing event to attract 30;000 fans
2007-02-04,Ahern and Hain hold Cardiff meeting
2007-02-04,NY mayor visits Knock airport
2007-02-04,McAleese set for 3-day Scotland tour
2007-02-04,Murder inquiry launched in Belfast
2007-02-04,340;000 homeless in Indonesia floods
2007-02-05,Coughlan imposes ban on UK birds over bird flu
2007-02-05,EU survey finds Ireland has highest crime rate
2007-02-05,Call for intensive talks to solve Aer Lingus dispute
2007-02-05,Bush seeks $700 billion military budget for 2008
2007-02-05,Mars maker says ads targeting under-12s to stop
2007-02-05,DUP candidates have to sign contract
2007-02-05,MRSA killed father-of-five; inquest told
2007-02-05,Groups up Sellafield surveillance
2007-02-05,Trial of Dublin Bus driver begins
2007-02-05,Two more arrests in Dublin 'tiger raid'
2007-02-06,British vet monitored for possible bird flu
2007-02-06,Government gives consultants six-week deadline
2007-02-06,Ahern wants separate date for children's referendum
2007-02-06,Trial of bus driver hears witness accounts
2007-02-06,Tehran accuses US over kidnap of diplomat
2007-02-06,Flight of the Earls to be commemorated
2007-02-06,McDowell criticised over environment
2007-02-06,Government accused over EPA report
2007-02-06,Witnesses sought to Galway sex attack
2007-02-06,McCabe killers ordered to pay costs
2007-02-07,EC unveils plan to cut car emissions by 18%
2007-02-07,Impact to ballot members on industrial action
2007-02-07,International child pornography ring uncovered
2007-02-07,Ireland may face EU action over UK poultry ban
2007-02-07,Student dies after falling ill in Garda custody
2007-02-07,Call for more rural transport schemes
2007-02-07,Orde investigates 'unhelpful' officers
2007-02-07,Victims' families need closure - Ahern
2007-02-07,Action urged on prisoner safety
2007-02-07,Grants for energy crops announced
2007-02-08,Pfizer to cut Irish jobs and sell-off units
2007-02-08,Palestinians sign deal on unity government
2007-02-08,FG will deliver 'first class services' - Kenny
2007-02-08,Garda confirms it was told of child porn inquiry
2007-02-08,Court told bus that killed 5 was 'roadworthy'
2007-02-08,€25m scheme for community projects
2007-02-08,Ahern opens Cliffs of Moher centre
2007-02-08,€20m for 'responsible drinking' scheme
2007-02-08,SDLP member upset by allegation
2007-02-08,MS society suspends NI council
2007-02-09,Garda to inquire into failures on porn tip-off
2007-02-09,Rabbite promises assistance for homebuyers
2007-02-09,US air strike kills eight Iraqi soldiers
2007-02-09,Ethics body to inquire into 2 Kerry cllrs
2007-02-09,Artist Benedict Kiely dies aged 87
2007-02-09,55 jobs to go as Youghal firm to close
2007-02-09,Murdered man was 'gentle giant'
2007-02-09,Fatal crash driver drank 'nine vodkas'
2007-02-09,Supreme Court to hear Bupa case
2007-02-09,Cost of basic stamp rises to 55c
2007-02-10,Putin attacks US for 'dangerous approach'
2007-02-10,Higgins criticises missed affordable housing targets
2007-02-10,Democrat Barack Obama opens 2008 race
2007-02-10,Man fatally stabbed in north Dublin
2007-02-10,Teen charged with taxi driver's murder
2007-02-10,Durkan tries to defuse policing row
2007-02-10,Voters 'want change of government'
2007-02-10,McAleese receives honorary degree
2007-02-10,Give crime victims a voice - Howlin
2007-02-10,Shots fired at house in Finglas
2007-02-11,Iran insists on pursuing nuclear programme
2007-02-11,Sargeant declines to state preferred coalition
2007-02-11,Cowen attacks Labour tax cut pledge
2007-02-11,Three men held over Tallaght stabbing
2007-02-11,DUP warns over IRA amnesty
2007-02-11,Man questioned over Waterford assault
2007-02-11,Love child won't affect job: Orde
2007-02-11,Ceremony marks Stardust deaths
2007-02-11,Teenager remanded over fatal stabbing
2007-02-11,Two men held over Dublin shooting
2007-02-12,Baghdad bomb blasts toll nears 80
2007-02-12,Progress made at North Korea talks
2007-02-12,Rabbitte attacked over tax plan
2007-02-12,Nursing home asks residents to leave
2007-02-12,Aer Lingus workers note for industrial action
2007-02-12,Man arrested after Tyrone stabbings
2007-02-12,Stamps mark Franciscan anniversaries
2007-02-12,Biofuel obligation in force from 2009
2007-02-12,Campaign to highlight sex trafficking
2007-02-12,Court clears youth of rape charges
2007-02-13,McDowell unveils 'severe' anti-crime measures
2007-02-13,Iraq closes borders as part of security plan
2007-02-13,North Korea agrees to nuclear disarmament
2007-02-13,Electorate deserves better quality of life - Rabbitte
2007-02-13,Flu cases double in two weeks
2007-02-13,Kenny challenges record on crime
2007-02-13,McDowell anti-crime proposals criticised
2007-02-13,Inquest hears of discovery of baby's body
2007-02-13,Two plead guilty in Limerick arson case
2007-02-13,Think tank predicts LA-style sprawl
2007-02-14,Mahon tribunal may cost €1bn - McDowell
2007-02-14,FF 'enthusiastic' about anti-crime proposals
2007-02-14,Dalkey baby death inquest continues
2007-02-14,Ahern accepts Moriarty findings on cheques
2007-02-14,Bush repeats claim over Iran
2007-02-14,Price of a pint to rise next month
2007-02-14,McDowell claims record Garda numbers
2007-02-14,Unionist 'could hold' multiple seats
2007-02-14,Pedestrian killed in Galway crash
2007-02-14,PSNI warning over sex offender
2007-02-15,Judge counters McDowell claim on tribunal cost
2007-02-15,Products containing salmonella recalled
2007-02-15,Hamas cabinet resigns to join with Fatah
2007-02-15,Spain tries 29 over Madrid train bombing
2007-02-15,Canary Islands plane hijack ends
2007-02-15,Bus trial hears of 'inaccurate' evidence
2007-02-15,RTE radio listenership slips - JNLR
2007-02-15,Combat Poverty wants local input
2007-02-15,Plans for 17 towns to get Garda CCTV
2007-02-15,Pupils and driver escape bus fire
2007-02-16,Stabbed baby 'did belong' to abuse claim woman
2007-02-16,US House denounces Bush's troop buildup in Iraq
2007-02-16,Hain rules out Bloody Sunday gesture
2007-02-16,IMC publishes Neary inquiry transcripts
2007-02-16,Bailey withdraws libel appeal against papers
2007-02-16,At least 112 drown off Yemeni coast
2007-02-16,Adams in Belfast talks with Orde
2007-02-16,McDowell warns against 'slump coalition'
2007-02-16,Medical performance review scheme unveiled
2007-02-16,Bishops condemn drinking habits
2007-02-17,Mother dies in fire trying to rescue daughter - witnesses
2007-02-17,Harney promises ombudsman for older people
2007-02-17,Ahern promises 'green energy revolution'
2007-02-17,Armed patrols as UK gang violence claims new victim
2007-02-17,Dublin to celebrate year of the pig
2007-02-17,5 hurt after car breaks checkpoint
2007-02-17,SF to overtake Labour - McDonald
2007-02-17,McDowell to push PD election agenda
2007-02-17,Garda hosts special olympics event
2007-02-17,Man (20) dies in Donegal crash
2007-02-18,PDs offer tax cuts and widening of bands
2007-02-18,60 die in Baghdad in first challenge to crackdown
2007-02-18,Siptu urges nurses and HSE to compromise
2007-02-18,Burial controversy over French Nazi collaborator
2007-02-18,Man held after fatal Meath crash
2007-02-18,Young FG hope for Senate success
2007-02-18,Woman (25) dies in Cork car crash
2007-02-18,Belfast bids for world police games
2007-02-18,GP service to ease hospital pressure
2007-02-18,Luas threat to Dawson St church
2007-02-19,Child referendum details published
2007-02-19,Dublin ban on HGVs causes delays
2007-02-19,Explosions kill 66 on India-Pakistan train
2007-02-19,Post office review likely to bring closures
2007-02-19,Cowen rules out changes to stamp duty
2007-02-19,Ahern meets Polish president
2007-02-19,Man sentenced for cocaine possession
2007-02-19,PSNI hunt for Queen's sex attacker
2007-02-19,Second man dies after Meath collision
2007-02-19,€40m allocated for science research
2007-02-20,Bus driver 'not guilty' of dangerous driving
2007-02-20,Beaumont Hospital A&E numbers 'highest ever'
2007-02-20,Cullen confirms €600m buyout of West-Link
2007-02-20,Irish woman among 3 found dead in London
2007-02-20,Court finds man guilty of IRA membership
2007-02-20,Progress made over postmasters strike
2007-02-20,Cork airport debt 'reasonable'
2007-02-20,Flight of Earls to be commemorated
2007-02-20,Crew barricade themselves in ship
2007-02-20,Harney to roll out cancer screeing plan
2007-02-21,Risk equalisation legislation rushed through Dail
2007-02-21,Editor's anger over journalist's arrest
2007-02-21,Confusion over Poolbeg incinerator plan
2007-02-21,Prodi offers resignation over foreign policy defeat
2007-02-21,DUP puts onus on SF in manifesto
2007-02-21,PM on mother-and-daughter murder due
2007-02-21,Ahern launches 1607 programme
2007-02-21,Sucide prevention campaign launched
2007-02-21,Suspended sentence over 'madcap' scam
2007-02-21,Government unveils social inclusion plan
2007-02-22,Quinn Group to go ahead with buy-out of Bupa
2007-02-22,Iran has 'failed to meet UN deadline' - report
2007-02-22,Inflation rate climbs to highest level in six years
2007-02-22,Department complaint led to reporter arrest
2007-02-22,Aer Lingus warns staff on co-operation
2007-02-22,EU extends probe of bid for Aer Lingus
2007-02-22,Ten seafarers paid in arrears dispute
2007-02-22,Elderly man dies in Tipperary crash
2007-02-22,Landfill set to become Belfast park
2007-02-22,Labour pledges inquiry into renditions
2007-02-23,Strike threat looms at Aer Lingus over restructuring
2007-02-23,Medical Bill offers recognition to non-EU doctors
2007-02-23,Mother of stabbed baby calls for public inquiry
2007-02-23,Unionists suspect IRA fugitives deal
2007-02-23,Greens would introduce elected mayors
2007-02-23,Dublin to get new saint this year
2007-02-23,Adams angered by SDLP's MI5 'stunt'
2007-02-23,Unions dismayed at theatre closure
2007-02-23,Life jacket could have saved skipper
2007-02-23,Hotelier wins €50;000 in libel damages
2007-02-24,Croke Park protest passes off peacefully
2007-02-24,Greens can double TDs after election - Sargent
2007-02-24,Prodi agrees to stay and face new confidence vote
2007-02-24,Shell to Sea protest passes peacefully
2007-02-24,Two stabbed in Belfast attacks
2007-02-24,Two die in Clare; Tyrone collisions
2007-02-24,Study of orbital route nears completion
2007-02-24,Aer Lingus prepares for strike threat
2007-02-24,Mugabe accuses Britain of interference
2007-02-24,Maliki says 400 militants killed in crackdown
2007-02-25,Man arrested after garda; fireman killed in crash
2007-02-25,Greens pledge to raise pensions by €25 per week
2007-02-25,Insurgents launch series of attacks in Baghdad
2007-02-25,Man held over Limerick grenade attack
2007-02-25,Teens to be consulted on alcohol abuse
2007-02-25,O'Toole in running to pick up Oscar
2007-02-25,FF support drops sharply; poll finds
2007-02-25,Man dies in Co Fermanagh car crash
2007-02-25,Cannabis worth €1.2m seized in Swords
2007-02-25,Philipine troops battle Islamic militants
2007-02-26,Major powers to work on new Iran resolution
2007-02-26,Rape Crisis Centre concerned over release of O'Rourke
2007-02-26,Serbia 'failed to prevent genocide;' rules court
2007-02-26,Labour Court intervenes in Aer Lingus dispute
2007-02-26,Gardaí search premises in child porn investigation
2007-02-26,Two men killed in Tyrone collision
2007-02-26,Man jailed on child abuse charge
2007-02-26,INO warns of imminent work stoppages
2007-02-26,Taoiseach in talks with religious
2007-02-26,PSNI find missing sex offender
2007-02-27,Garda among Dublin sex abuse suspects
2007-02-27,Conflicting reports over blast in Iraqi city
2007-02-27,Planned strike action at Aer Lingus called off
2007-02-27,Bishops question EU trade deal with Israel
2007-02-27,Poor children have higher mortality rate - report
2007-02-27,Deal on hospital consultants closer
2007-02-27,Budget benefits poor; agency claims
2007-02-27,Government to open embassy in UAE
2007-02-27,China accused of organ harvesting
2007-02-27,Alliance highlights desegregation dividend
2007-02-28,Body of man found in Dublin's Grand Canal
2007-02-28,Corporate watchdog 'must wait for more staff' - Ahern
2007-02-28,Cowen pledges funds if devolution restored
2007-02-28,Taoiseach says Irish society 'not drug-ridden'
2007-02-28,Picasso paintings worth €50m stolen in Paris
2007-02-28,Ahern denies private clinics plan
2007-02-28,McAleese to meet Pope Benedict
2007-02-28,Funerals of garda; fireman take place
2007-02-28,Coroner concerned over MRSA failures
2007-02-28,CA hails increased enforcement activity
2007-03-01,Labour seeks review of sex offences
2007-03-01,Columbine High School evacuated after bomb threat
2007-03-01,Law Society welcomes legal costs report
2007-03-01,SF hails DUP signal on power sharing
2007-03-01,Irish priest seriously injured in South Africa shooting
2007-03-01,Derry O'Rourke released from jail
2007-03-01,Drivers warned after paperwork thefts
2007-03-01,Four held in Dublin over firearm find
2007-03-01,Canal body search called off for night
2007-03-01,Luas services disrupted after collision
2007-03-02,Emergency child sex law set for Dáil
2007-03-02,Powersharing 'in sight'; McGuinness tells SF ardfheis
2007-03-02,Irish priest remains critical after SA shooting
2007-03-02,Harney urges nurses to accept LC recommendation
2007-03-02,60% of pregnant women drink alcohol - report
2007-03-02,Four arrested over Limerick murder
2007-03-02,Cash van robbed in Dundalk
2007-03-02,SF ardfheis to open in Dublin
2007-03-02,Search for canal body suspended
2007-03-02,Struck-off doctor loses appeal
2007-03-03,Sinn Féin ready for government - Adams
2007-03-03,Gardai find second male body in canal
